IssueKey,Summary
OP-8973,"Building regression model"
OP-10630,"Building tree based model"
OP-10631,"Building SVR based regression model"
OP-8974,"Evaluating regression model"
OP-9086,"Unit Testing"
OP-9087,"Test case preparation"
OP-9085,"UI Development"
OP-9754,"Desk Check"
OP-9961,"fuctional testcase review"
OP-9169,"Optimize data fetch and remote calls "
OP-10650,"development"
OP-10703,"deskcheck"
OP-9183,"UI Development - Implement Design"
OP-9184,"Desk Check"
OP-9185,"Functional QA - Test Case Preparation"
OP-9186,"Functional QA - Test cases Execution"
OP-9187,"UI Automation - Script Preparation & Execution"
OP-9190,"Story definition & Story Grooming"
OP-9191,"Unit Testing"
OP-9962,"functional test case review"
OP-10145,"PR review"
OP-9192,"Split CanaryAnalysisRestService APIs logically"
OP-9195,"UI Development - Implement Design"
OP-9196,"Desk Check"
OP-9197,"Functional QA - Test Case Preparation"
OP-9202,"Story definition & Story Grooming"
OP-9203,"Unit Testing"
OP-9963,"test case review "
OP-9216,"UI Development - Implement Design"
OP-9217,"Desk Check"
OP-9218,"Functional QA - Test Case Preparation"
OP-9219,"Functional QA - Test cases Execution"
OP-9224,"Unit Testing"
OP-9964,"Review - Functional Test cases"
OP-9227,"UI Development - Implement Design"
OP-9228,"Desk Check"
OP-9966,"functinal test case review "
OP-9238,"UI Development - Implement Design"
OP-9240,"test case execution"
OP-9241,"Functional QA - Test cases Execution"
OP-9967,"Review - Functional Test Cases"
OP-9260,"Implement caching mechanism in GATE service"
OP-9644,"preparing the test cases-for-caching mechanism in GATE service"
OP-10063,"Implement caching for the API : /dashboardservice/v4/getAllDatasources"
OP-10138,"Implement the logic to update the datasource cache when add, update and delete of datasource happens"
OP-10235,"Implement API : /dashboardservice/v4/getAllDatasources in Dashboard service"
OP-10236,"Invoke /dashboardservice/v4/getAllDatasources API from UI"
OP-10237,"Notify GATE service to update the cache when create , update and delete datasource happens in platform service."
OP-10250,"Cache the Response of the API : /platformservice/v1/users/{username}/isadmin"
OP-10335,"test execution"
OP-10424,"Make sure there are no regression breaks for this datasource functionalities "
OP-10425,"Write JUNIT test cases for update cache part in platform service"
OP-10426,"Add some security for the platform service to gate service communications"
OP-10501,"pr review"
OP-10251,"Cache the response of the GET API : /platformservice/v1/datasource"
OP-10252,"Cache the response of the GET API : /platformservice/v3/applications/{applicationId}/services/pipelines"
OP-10253,"Cache the response of the GET API : /platformservice/v3/pipelines/{pipelineId}/gates/{gateId}"
OP-10254,"Cache the response of the GET API : /platformservice/v1/users/{username}/applications/{applicationId}/permissions"
OP-9271,"UI Development - Implement Design"
OP-9272,"Desk Check"
OP-9273,"Functional QA - Test Case Preparation"
OP-9274,"Functional QA - Test cases Execution"
OP-9277,"Design WireFrame"
OP-9278,"Story definition & Story Grooming"
OP-9279,"Unit Testing"
OP-10211,"Review -Test Case Preparation"
OP-9300,"Supporting Apdex Metric Analysis In Appdynamics Integration"
OP-9384,"UI Development"
OP-9385,"Desk Check"
OP-9386,"Test Case Preparation"
OP-9387,"Test cases Execution"
OP-9390,"Design WireFrame"
OP-9391,"Story Definition and Story Grooming"
OP-9392,"Unit Testing"
OP-10015,"PR Review"
OP-10147,"Ui field level specific validations - Application , Service , Gate"
OP-10148,"Ui field level specific validations - Spinakker, Agent, Cloud Provider"
OP-10149,"Ui field level specific validations - Integrators"
OP-10150,"Ui field level specific validations - Metric Template, Log Template"
OP-9481,"UI Development - Implement Design"
OP-9482,"Unit Testing"
OP-9484,"Desk Check"
OP-9943,"Code Review - Cloud Providers Help text read from help-text.json file"
OP-9486,"UI Automation Test Script Preparation & Execution"
OP-9487,"Review - Automation"
OP-9488,"Story definition & Grooming"
OP-10623,"Code Review - Cloud Providers read helptext from helptext config service file"
OP-9493,"UI Development - Implement Design"
OP-9494,"Unit Testing"
OP-9496," Desk Check"
OP-9498,"UI Automation Test Script Preparation & Execution"
OP-9500,"Story definition & Story Grooming"
OP-9501,"Review - Automation"
OP-10612,"code review - reading helptext from helptextconfig servie"
OP-9505,"UI Development - Implement Design"
OP-9506,"Unit Testing"
OP-9507,"Functional QA Test Case Preparation"
OP-9508,"Desk Check"
OP-9510,"UI Automation Test Script Preparation & Execution"
OP-9511,"Automation Review"
OP-9512,"Story definition & Story Grooming"
OP-9958,"Code Review - Spinnaker setup Help text read from help-text.json file"
OP-10616,"Code Review - Change of reading helptext from helptextconfig servie file"
OP-9581,"  Filter OpxMx custom gate events based on App Permissions"
OP-9583,"Filter Application Dashboard based on App Permissions"
OP-9625,"Modify Processor for All data sources"
OP-9634,"Verification Gate - Document Existing Error Codes And Messages For Log Template Endpoints."
OP-10009,"checking failures in pr-https://github.com/OpsMx/platform-service/pull/789-harsha"
OP-10010,"checking failures related to elk account creation -https://github.com/OpsMx/platform-service/pull/789  harsha"
OP-10083,"checking failures in pr to platform service related to integrators authentiacaion-by harsha"
OP-10133,"checking failures caused by opa integrator account creation failing "
OP-10547,"checking failures related to reclassification in pr no 4371 to analytics from sheetal atre"
OP-10548,"checking jfrog account creation failure after adding validations "
OP-10696,"debugging the error in aona run with anoop"
OP-10886,"checking the getdashboardsummary API failure in gitpr ns"
OP-10962,"aona error debugging session with neelima and lutan srikanth"
OP-10978,"checking failures in sheetal pr to analystics pr no 4390 failures related to getdashboardsummary api"
OP-10979,"ds-jenkins job is taking so long sometimes to build jar in gitpr ns "
OP-9767,"Verification Gate - Document Existing Error Codes And Messages For Metric Template Endpoints."
OP-9768,"Gate - Document The Existing Error Codes And Messages For Gate APIs"
OP-9769,"Save Gate - Document The Existing Error Codes And Messages For Save Gate Endpoint"
OP-9774,"Pipeline- Document The Existing Error Codes And Messages For Pipeline APIs"
OP-9775,"Add/Update Pipeline - Document The Existing Error Codes And Messages For Add/Update Pipeline Endpoint"
OP-9776,"Delete Gate - Document The Existing Error Codes And Messages For Delete Gate Endpoint"
OP-9823,"Functional QA - Test Cases Preparation"
OP-9824,"Functional QA - Test Cases Execution"
OP-9825,"Functional QA - Test Cases Review"
OP-9826,"Automation Review"
OP-9827,"API Automation Test Script Development &Execution"
OP-9832,"Functional QA - Test Cases Preparation"
OP-9833,"Functional QA - Test Cases Execution"
OP-9834,"Functional QA - Test Cases Review"
OP-9835,"Automation Review"
OP-9836,"API Automation Test Script Development &Execution"
OP-9864,"Come up with a mock up with colour and font changes "
OP-9879,"Scrum Activities"
OP-9903,"Onboarding - Kanagaraj"
OP-9905,"Software Installation"
OP-9956,"Discussion on exploring Jira Cloud and the limitations"
OP-10040,"UI Development - Implement Design"
OP-10041," Desk Check"
OP-10042,"Functional QA - Test Case Preparation"
OP-10043,"Functional QA - Test cases Execution"
OP-10044,"UI Automation Test Scripts Preparation & Execution"
OP-10045,"Review - Automation"
OP-10046," Design WireFrame"
OP-10047,"Story definition & Story Grooming"
OP-10048,"Unit Testing"
OP-10171,"Review - Test Case Preparation"
OP-10161,"Master - Policy management - Policy is saving along with error message"
OP-10174," UI Development - Implement Design"
OP-10175,"Unit Testing"
OP-10177," Desk Check"
OP-10178,"Test cases Execution"
OP-10179,"UI Automation Test Script Preparation & Execution"
OP-10180,"Review - Functional Test cases Preparation"
OP-10181,"Story definition & Story Grooming"
OP-10182," Review - Automation"
OP-10470,"PR Review UI - Agent setup read help text from help-text.json and needed changes for validating the input fields"
OP-10190,"UI Development - Implement Design"
OP-10191,"Unit Testing"
OP-10192,"Test Case Preparation"
OP-10193,"Desk Check"
OP-10194,"Code Review - Cloud Providers Help text read from help-text.json file"
OP-10196,"UI Automation Test Script Preparation & Execution"
OP-10197,"Review - Automation"
OP-10198,"Story definition & Grooming"
OP-10208,"Story definition & Story Grooming"
OP-10201,"UI Development - Implement Design"
OP-10202,"Unit Testing"
OP-10204,"Desk Check"
OP-10428,"Code Review"
OP-10206,"UI Automation Test Script Preparation & Execution"
OP-10209,"Review - Automation"
OP-10221,"UI Development"
OP-10222," Desk Check"
OP-10223,"Test Case Preparation"
OP-10225,"UI Automation Test Script Preparation & Execution"
OP-10226,"Review - UI Automation"
OP-10227,"Review - Test Cases Preparation"
OP-10228," Story Definition and Story Grooming"
OP-10229," Unit Testing"
OP-10230,"PR Review"
OP-10751,"Hide Tooltip if no content found in helptext for respective field - Development"
OP-10233,"8Dec2021--AonA Issues"
OP-10234,"ERROR error found while updating log status null java.lang.NullPointerException: null at com.opsmx.analytics.util.JavaUtil.updateServiceRiskStatus(JavaUtil.java:160) ~[class"
OP-10240,"UI Development - Implement Design"
OP-10241,"Unit Testing"
OP-10242,"Test Case Preparation"
OP-10247,"Review - Automation"
OP-10248,"Story definition & Grooming - All Integrator Screens"
OP-10514,"Common Component -Custom Field Validation development "
OP-10516,"PR Review - Common Component -Custom Field Validation development "
OP-10635,"PR review - Integrator Field validations"
OP-10261,"3.9.5: Is SAPOR cannot connect to Spinnaker, OES screens go BLANK"
OP-10440,"Take a First look to understand the root cause"
OP-10546,"Reproduce the Error and see the logs"
OP-10274,"UI Development - Implement Design"
OP-10275,"Unit Testing"
OP-10276,"Functional QA Test Case Preparation"
OP-10278,"Funcitonal QA Test cases Execution"
OP-10279,"UI Automation Test Script Preparation & Execution"
OP-10280,"Automation Review"
OP-10281,"Story definition & Story Grooming"
OP-10282,"Review - Test cases preparation"
OP-10283," Code Review - Spinnaker setup Help text read from help-text.json file"
OP-10296,"Metrics are getting truncated in platformand autopilot services"
OP-10306,"Story Grooming and Story Definition"
OP-10307,"UI - development"
OP-10308,"Unit Testing"
OP-10332,"PR Review"
OP-10590," Latest yml file to map helptext json from config file "
OP-10333,"WARN DataSource health check failed org.springframework.jdbc.CannotGetJdbcConnectionException: Failed to obtain JDBC Connection; nested exception is java.sql.SQLTransientConn"
OP-10337,"UI- development"
OP-10338,"Unit Testing"
OP-10874,"Story Grooming and Story Definition"
OP-10875,"PR Review"
OP-10894,"helpText - service file update - Application Setup and Visibility"
OP-10896,"Code review - Application Setup and Visibility"
OP-8968,"Gather historical data from github and jira"
OP-8970,"Data validation for modelling"
OP-10632,"Finalising the data for modelling"
OP-8969,"EDA on historical data"
OP-10362,"Story definition & Story Grooming"
OP-10355,"UI Development - Implement Design"
OP-10356,"Unit Testing"
OP-10358,"Desk Check"
OP-10364,"Code Review - Service Name setup Help text read from help-text.json file"
OP-10357,"Functional QA Test Case Preparation"
OP-10360,"UI Automation Test Script Preparation & Execution"
OP-10361,"Automation Review"
OP-10363,"Review - Test cases preparation"
OP-10383,"Need to restrict the space in all the input fields in Metric and Log Template part"
OP-10502,"Story Definition and Story Grooming"
OP-10503,"UI Implementation"
OP-10504,"Unit Testing"
OP-10505,"Desk Check"
OP-10506,"Code Review"
OP-10403,"10Dec2021-- AonA Issues"
OP-10431,"UI Development"
OP-10432,"Desk Check"
OP-10435,"UI Automation Test Script Preparation & Execution"
OP-10437,"Story Definition and Story Grooming"
OP-10438,"Review - Test Cases"
OP-10439,"Unit Testing"
OP-10519,"PR Review"
OP-10487,"Story definition & Story Grooming"
OP-10488,"UI Development - Implement Design"
OP-10489,"Unit Testing"
OP-10490,"Desk Check"
OP-10491,"Code Review - Service Name setup Help text read from help-text.json file"
OP-10494,"UI Automation Test Script Preparation & Execution"
OP-10495,"Automation Review"
OP-10518,"New OES setup for Testing team"
OP-10525,"UI Development - Implement Design"
OP-10526,"Unit Testing"
OP-10527,"Test Case Preparation"
OP-10528,"Desk Check"
OP-10529,"Test cases Execution"
OP-10530,"UI Automation Test Script Preparation & Execution"
OP-10531,"Review - Functional Test cases Preparation"
OP-10532,"Story definition & Story Grooming"
OP-10533,"Review - Automation"
OP-10534,"PR Review"
OP-10536,"UI Development - Implement Design"
OP-10537,"Unit Testing"
OP-10538,"Test Case Preparation"
OP-10539,"Desk Check"
OP-10540,"Test cases Execution"
OP-10541,"UI Automation Test Script Preparation & Execution"
OP-10543,"Story definition & Story Grooming"
OP-10544,"Review - Automation"
OP-10545,"PR Review"
OP-10575,"14Dec2021--AonA Issues"
OP-10586,"Metric Analysis--Platform--No metrics for baseline and new release but metricsgot success"
OP-10587,"Metric Analysis--Sapor--- Nodifference in baseline butmetrics got failed."
OP-10588,"Visibility--No baseline metrics data"
OP-10589,"Metric Analysis--metrics failed even baseline and new release are in expected range"
OP-10633,"ERROR Logger with ERROR level got configured successfully"
OP-10649,"Explain to team how to update the helper text json file and apply the changes "
OP-10695,"Need a jenkins job for UI similar to GitPr for AonA"
OP-10702,"Menu should be loaded in collapsed mode"
OP-10721,"Need to bring up oes-39release ns without spinnaker services"
OP-10723,"Evaluation for OPA Policy is failing  when validating the OPA URL."
OP-10727,"Get Gate Details - Document The Existing Error Codes And Messages For Get Gate Details Endpoint"
OP-10753,"Verify Spinnaker AccountsConfig details in encrypted format"
OP-10756,"16Dec2021--AonA Issues"
OP-10757,"ERROR Exception: com.amazonaws.SdkClientException: Unable to calculate MD5 hash: /opsmx/workdir/logdata/10/service--qatestooecz/state.pickle (No such file or directory)"
OP-10758,"Create release tags for v3.8, v3.9 & v3.10 branches and build the RC images & Production images"
OP-10759,"Verify User Name while saving spinnaker"
OP-10760,"Verify Password while saving Spinnaker"
OP-10761,"Learning How  to  create application on spinnaker   "
OP-10859,"Setup > Integration > New Integration - Document The Existing Error Codes And Messages For New Integration APIs"
OP-10303,"Get Integrations - Document The Existing Error Codes And Messages For All Get Integrations Endpoints"
OP-10304,"Create Integrations - Document The Existing Error Codes And Messages For Create Integrations Endpoints"
OP-10579,"Edit Integrations - Document The Existing Error Codes And Messages For Edit Integrations Endpoints"
OP-10779,"Delete Integrations - Document The Existing Error Codes And Messages For Delete Integrations Endpoints"
OP-10860,"Compliance > Policy Management - Document The Existing Error Codes And Messages For Policy Management APIs"
OP-11011,"Get Policy - Document The Existing Error Codes And Messages For All Get Policy Endpoints"
OP-11012,"Create/Edit Policy - Document The Existing Error Codes And Messages For All Create/Edit Policy Endpoints"
OP-11013,"Delete Policy - Document The Existing Error Codes And Messages For All Delete Policy Endpoints"
OP-10883,"Analysis of Grafana - An open source analytics and interactive visualisation web application "
OP-10885,"Verify the validation for 'Agent Name' component in Setup -> Agent -> New Agent / Edit Agent"
OP-10906,"Research on DORA Metrics"
OP-10956,"Learning how to create Sample Spring Boot Application "
OP-10966,"Create RC builds from v3.10 branch for Neelima "
OP-11018,"Evaluating the architecture of Grafana integrations"
OP-11076,"Manual Trigger And Access Management - Document Existing Error Codes And Messages For Manual Trigger And Access Management Endpoints."
OP-10116,"Story Definition and Story Grooming"
OP-10117,"UI Development"
OP-10118,"Desk check"
OP-10119,"Code Review"
OP-10120,"Functional QA - Test Case Preparation"
OP-10121,"Functional QA - Test Case Execution"
OP-10122,"UI Automation Test Script Preparation & Execution"
OP-6742,"Java-Autopilot   call platform update call when canary triggered"
OP-10782,"UI - Desk check"
OP-10783,"UI - Code Review"
OP-7608,"Setup >> Spinnaker - Show error proper message in case of "Not connected" status"
OP-10786,"Root cause analysis"
OP-10787,"Make code changes to fix the defect."
OP-7929,"Blocker issues for log util classes filewriting"
OP-8381,"Blocker issues for failure to properly close resources"
OP-7903,"Optimise the app sync feature to improve the stability"
OP-10917,"Addition of DTO to load all applications in single query instead of loading each application"
OP-10941,"desk check"
OP-8224,"Automation  - End to End Flow for Spinnaker verification gate "
OP-9421,"Functional QA - Test Cases Preparation"
OP-9422,"Functional QA - Test Cases Execution"
OP-9424,"Functional QA - Test Cases Review"
OP-9491,"Automation Review"
OP-9502,"API Automation Test Script Development &Execution"
OP-9426,"Functional QA - Test Cases Review"
OP-9427,"Functional QA - Test Cases Preparation"
OP-9429,"Functional QA - Test Cases Execution"
OP-9514,"API Automation Test Script Development &Execution"
OP-9516,"Automation Review"
OP-9431,"Functional QA - Test Cases Review"
OP-9432," Functional QA - Test Cases Execution"
OP-9433,"Functional QA - Test Cases Preparation"
OP-9526,"Automation Review"
OP-9559,"API Automation Test Script Development & Execution"
OP-9434,"Functional QA - Test Cases Preparation"
OP-9436,"Functional QA - Test Cases Execution"
OP-9560,"API Automation Test Script Development & Execution"
OP-9561,"Automation Review"
OP-9439,"Functional QA - Test Cases Review"
OP-9440,"Functional QA - Test Cases Execution"
OP-9441,"Functional QA - Test Cases Preparation"
OP-9562,"Automation Review"
OP-9563,"API Automation Test Script Development & Execution"
OP-9613,"Identify the authentication API and implement it for integrator AWS Cloud watch"
OP-9442,"Functional QA - Test Cases Preparation"
OP-9443,"Functional QA - Test Cases Execution"
OP-9444,"Functional QA - Test Cases Review"
OP-9564,"API Automation Test Script Development & Execution"
OP-9565,"Automation Review"
OP-9615,"Identify the authentication API and implement it for integrator JIRA"
OP-9446,"Functional QA - Test Cases Review"
OP-9448,"Functional QA - Test Cases Execution"
OP-9449,"Functional QA - Test Cases Preparation"
OP-9586,"Automation Review"
OP-9588,"API Automation Test Script Development & Execution"
OP-9450,"Functional QA - Test Cases Preparation"
OP-9452,"Functional QA - Test Cases Execution"
OP-9453,"Functional QA - Test Cases Review"
OP-9590,"API Automation Test Script Development & Execution"
OP-9591,"Automation Review"
OP-9455,"Functional QA - Test Cases Review"
OP-9456,"Functional QA - Test Cases Preparation"
OP-9457,"Functional QA - Test Cases Execution"
OP-9593,"Automation Review"
OP-9594,"API Automation Test Script Development & Execution"
OP-9458,"Functional QA - Test Cases Execution"
OP-9459,"Functional QA - Test Cases Preparation"
OP-9460,"Functional QA - Test Cases Review"
OP-9595,"API Automation Test Script Development & Execution"
OP-9596,"Automation Review"
OP-9619,"Identify the authentication API and implement it for integrator Bitbucket cloud and bit bucket server"
OP-9461,"Functional QA - Test Cases Review"
OP-9463,"Functional QA - Test Cases Execution"
OP-9464,"Functional QA - Test Cases Preparation"
OP-9598,"Automation Review"
OP-9599,"API Automation Test Script Development & Execution"
OP-9465,"Functional QA - Test Cases Preparation"
OP-9466,"Functional QA - Test Cases Execution"
OP-9467,"Functional QA - Test Cases Review"
OP-9600,"API Automation Test Script Development & Execution"
OP-9601,"Automation Review"
OP-9749,"OES Sapor - agentId has to be add in response object for non configured spinnaker accounts."
OP-8928,"Clone"
OP-8925,"Story Definition and Story Grooming"
OP-8705,"UI Development - Design Implementation and development "
OP-8706,"Desk Check"
OP-8708,"Functional  - Test cases Execution"
OP-8924,"Unit Testing"
OP-8926,"Design Wire frame"
OP-8927,"Code Review"
OP-8998,"Learning - Product KT session"
OP-9908,"Functional Test Case Review"
OP-8696,"UI Development - Implement Design"
OP-8698,"Desk Check"
OP-8699,"Functional QA - Test Case Preparation"
OP-8701,"Functional QA - Test cases Execution"
OP-8702,"Automation Test Script Preparation"
OP-8703,"Review - Automation"
OP-8907,"Design WireFrame"
OP-8908,"Story definition & Story Grooming"
OP-8909,"Unit Testing"
OP-10027,"Code Review"
OP-10169,"Review -  Test Case Preparation"
OP-9328,"Story Definition and Story Grooming"
OP-8751,"UI Development"
OP-8752,"Desk Check"
OP-10024,"Code review"
OP-8753,"Test Case Preparation"
OP-8755,"Automation Test Script Preparation & Execution"
OP-8756,"Review - Automation"
OP-9353,"Functional test cases review"
OP-10170,"Review - Test Case Preparation"
OP-8782,"UI Development"
OP-8783,"Desk Check"
OP-8785,"Test cases Execution"
OP-8786,"UI Automation Test Script Preparation & Execution"
OP-8787,"Review - Automation"
OP-9208,"Story Definition and Story Grooming"
OP-9247,"Unit Testing"
OP-10231,"PR Review"
OP-10512,"Review - Test Case Preparation"
OP-9266,"Dev implementation for implementing plugin for validation"
OP-9267,"Desk check"
OP-9268,"Functional QA - Test Cases preparation"
OP-9269,"Functional QA - Test Cases Execution"
OP-9307,"Functional QA - Test Cases Review"
OP-9651,"Finding OPA input format for naming convention o application"
OP-9861,"Need code changes in oes-policy module of sapor service"
OP-10029,"API Automation Test Script Development &Execution"
OP-10030,"Automation Review"
OP-8990,"UI Automation Script development & Execution"
OP-9555,"Implement API changes for the Delivery Insights endpoints"
OP-10095,"Test case Review"
OP-10868,"Implement JPA Query to get the pipeline data for based on user name"
OP-11082,"Desk check"
OP-8809,"UI Development"
OP-8810,"Desk Check"
OP-8811,"Test Case Preparation"
OP-10172,"Review - Test Case Preparation"
OP-10238,"unit test"
OP-9213,"Story Definition and Story Grooming"
OP-8898,"UI Development - Implement Design"
OP-8899,"Desk Check"
OP-8900,"Test Case Preparation"
OP-8901,"Test cases Execution"
OP-8902,"UI Automation Test Script Preparation & Execution"
OP-8903,"Review - Test cases preparation"
OP-8904,"Unit Testing"
OP-8905,"Story definition & Story Grooming"
OP-8906,"Review - Automation"
OP-10152,"Code Review - Delivery Insights help text read from help-text.json file"
OP-8713,"UI Development"
OP-8714,"Desk Check"
OP-8717,"UI Automation Test Script Preparation & Execution"
OP-8718,"Review - Test Cases Preparation"
OP-9350,"Story Definition and Story Grooming"
OP-10325,"Review - Test Cases"
OP-10348,"Unit Testing"
OP-10443,"PR Review"
OP-8728,"UI Development"
OP-8729," Desk Check"
OP-9343,"Story Definition and Story Grooming"
OP-10472,"Unit Testing"
OP-10474,"PR Review"
OP-9254,"Story Definition and Story Grooming"
OP-8739,"UI Development"
OP-9255,"Unit Testing"
OP-8740,"Desk Check"
OP-10025,"Code Review"
OP-8741,"Test Case Preparation"
OP-8742,"Test cases Execution"
OP-8743,"UI Automation Test Script Preparation"
OP-8744,"Review - Test Cases Preparation"
OP-9205,"Story Definition and Story Grooming"
OP-8789,"UI Development"
OP-8790,"Desk Check"
OP-10132,"Code Review"
OP-8791,"Test Case Preparation"
OP-8793,"UI Automation Test Script Preparation & Execution"
OP-8911,"UI Development - Implement Design"
OP-8917,"Unit Testing"
OP-8913,"Test Case Preparation"
OP-8912,"Desk Check"
OP-8914,"Test cases Execution"
OP-8915,"UI Automation Test Script Preparation & Execution"
OP-8916,"Automation - Review"
OP-8918,"Story definition & Story Grooming"
OP-8919,"Design WireFrame"
OP-10131,"Code Review - Help text read from help-text.json file for usage insights page"
OP-10219,"Review - Test Case Preparation"
OP-10898,"Code Review - Help text read from helptext config file "
OP-9881,"Review the implementation"
OP-10100,"Test with 500 samples"
OP-10101,"Test with 1000 samples"
OP-10567,"Test with 2000 samples"
OP-10568,"Test with 4000 samples"
OP-10648,"Setup Prometheus monitoring on performance namespace"
OP-10833,"Create different user groups for performance testing"
OP-10963,"Enable Spinnaker authorisation in performance testing instance"
OP-8994,"Functional QA - Test Cases Execution"
OP-8995,"UI Automation Script development & Execution"
OP-8996,"API Automation Script development & Execution"
OP-8890,"UI Development - Implement Design and Development"
OP-8891,"Desk Check"
OP-8892,"Test Case Preparation"
OP-8893,"Test cases Execution"
OP-8921,"Unit Testing"
OP-8922,"Story Defenition & Story Grooming "
OP-8923,"Design Fireframe"
OP-10329,"Review - Test Cases"
OP-10961,"Discussion regarding the approach."
OP-8931,"UI Development - Implement Design and Development"
OP-8932,"Desk Check"
OP-8937,"Unit Testing"
OP-8938,"Story Defenition & Story Grooming "
OP-8939,"Design Fireframe"
OP-10330,"Review - Test Cases"
OP-8941,"UI Development - Implement Design and Development"
OP-8942,"Desk Check"
OP-8943,"Test Case Preparation"
OP-8944,"Test cases Execution"
OP-8947,"Unit Testing"
OP-8948,"Story Defenition & Story Grooming "
OP-8949,"Design Fireframe"
OP-10331,"Review -Test Cases"
OP-10750,"PR Review"
OP-8978,"UI Development - Design Implementaion"
OP-8979,"Desk Check"
OP-8982,"Test Case Preparation"
OP-8983,"Test Case Execution "
OP-8985,"Review Automation Script"
OP-9004,"Test Case Preparation"
OP-9005,"Test Case Execution "
OP-9006,"clone"
OP-9007,"clone"
OP-9014,"Verify the help text for ‘Log Baseline:Start time’ in  Continous Verification -> Verification -> Summary (>>)"
OP-9015,"Test Case Execution "
OP-9016,"clone"
OP-9017,"clone"
OP-9019,"Story Definition and Story Grooming"
OP-9020,"UI Development - Design Implementaion"
OP-9021,"Unit Testing"
OP-9022,"Desk Check"
OP-9023,"Test Case Preparation"
OP-9024,"Test Case Execution "
OP-9025,"clone"
OP-9026,"clone"
OP-9029,"UI Development - Design Implementaion"
OP-9030,"Unit Testing"
OP-9031,"Desk Check"
OP-9032,"Test Case Preparation"
OP-9033,"Test Case Execution "
OP-9041,"Test Case Preparation"
OP-9042,"Test Case Execution "
OP-9046,"Story Definition and Story Grooming"
OP-9048,"Unit Testing"
OP-9049,"Desk Check"
OP-9050,"Test Case Preparation"
OP-9051,"Test Case Execution "
OP-9060,"Story Definition and Story Grooming"
OP-9061,"UI Development - Design Implementaion"
OP-9062,"Unit Testing"
OP-9063,"Desk Check"
OP-9064,"Test Case Preparation"
OP-9065,"Test Case Execution "
OP-9072,"Unit Testing"
OP-9073,"Desk Check"
OP-9074,"Test Case Preparation"
OP-9075,"Test Case Execution "
OP-9086,"Unit Testing"
OP-9087,"Test case preparation"
OP-9085,"UI Development"
OP-9754,"Desk Check"
OP-9961,"fuctional testcase review"
OP-9095,"Test Case Preparation"
OP-9096,"Test Case Execution "
OP-9100,"Story Definition and Story Grooming"
OP-9101,"UI Development - Design Implementaion"
OP-9102,"Unit Testing"
OP-9103,"Desk Check"
OP-9104,"Test Case Preparation"
OP-9105,"Test Case Execution "
OP-9113,"Test Case Preparation"
OP-9114,"Test Case Execution "
OP-9119,"UI Development - Design Implementaion"
OP-9122,"Test Case Preparation"
OP-9123,"Test Case Execution "
OP-9131,"Test Case Preparation"
OP-9132,"Test Case Execution "
OP-9140,"Test Case Preparation"
OP-9141,"Test Case Execution "
OP-9149,"Test Case Preparation"
OP-9150,"Test Case Execution "
OP-9165,"Search with pagination in pipeline Execution tab in Audit trail page"
OP-9166,"Search and filters in pipeline tab in Audit trail page"
OP-9167,"Search  with pagination in policy tab in Audit trail page"
OP-9376,"Function QA -Test case Creation "
OP-9377,"Create API automation script for Search and filters in Audit trial"
OP-9379,"Create UI automation script for search and filters in Audit trial page"
OP-9381,"Function QA -Test case Execution "
OP-9978,"Desk check"
OP-10068,"Test case review"
OP-9395,"Functional QA - Test Case Creation"
OP-9396,"Functional QA - Test Case Execution"
OP-9398,"Create API Automation test cases for Visibility audit details tab under security and audit trail menu"
OP-9400,"Create UI Automation test cases for Visibility audit details tab under security and audit trail menu"
OP-9888,"Requirement discussion and Story grooming"
OP-9930,"API -  support existing pipeline execution API for new column connector and pipeline data"
OP-9950,"Desk Check"
OP-9977,"Test Case Review"
OP-10792,"API - Summary data count API in pipeline Execution tab"
OP-10903,"Move Executor service bean creation logic outside CASTrigger "
OP-10904,"Remove LogProvidersTrigger as Runnable and directly call class method LogProvider, MetricProvider threads "
OP-10905,"Remove  method calls and related logic to Thread class - Thread.start, Thread.stop, Thread.join for LogProvidersTrigger class"
OP-10914,"desk check"
OP-9207,"Remove DAO and DAOImpl layer from each API - Internal API calls"
OP-9209,"Handle multiple calls to Data-Science and Audit service"
OP-9238,"UI Development - Implement Design"
OP-9240,"test case execution"
OP-9241,"Functional QA - Test cases Execution"
OP-9967,"Review - Functional Test Cases"
OP-9292,"Story Definition and Story Grooming"
OP-9293,"Unit Testing"
OP-9294,"Desk Check"
OP-9290,"UI Development"
OP-9402,"Story Definition and Story Grooming"
OP-9404,"UI Development"
OP-9405,"Desk Check"
OP-9406,"Unit Testing"
OP-10251,"Cache the response of the GET API : /platformservice/v1/datasource"
OP-10252,"Cache the response of the GET API : /platformservice/v3/applications/{applicationId}/services/pipelines"
OP-10253,"Cache the response of the GET API : /platformservice/v3/pipelines/{pipelineId}/gates/{gateId}"
OP-10254,"Cache the response of the GET API : /platformservice/v1/users/{username}/applications/{applicationId}/permissions"
OP-9271,"UI Development - Implement Design"
OP-9272,"Desk Check"
OP-9273,"Functional QA - Test Case Preparation"
OP-9274,"Functional QA - Test cases Execution"
OP-9277,"Design WireFrame"
OP-9278,"Story definition & Story Grooming"
OP-9279,"Unit Testing"
OP-10211,"Review -Test Case Preparation"
OP-9358,"Story Definition and Story Grooming"
OP-9359,"UI Development"
OP-9360,"Desk Check"
